sample_id,text,sentiment,total_words,found_words,missing_words,coverage_pct,found_list,missing_list,embedding_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
8938,Like the look but it messes up straight away. Instead of saving an entry the app cashed and deleted it instead. Don't get!!,negative,24,22,2,91.66666666666666,"like, the, look, but, it, up, straight, away, instead, of, saving, an, entry, the, app, and, deleted, it, instead, don, t, get","messes, cashed",13.29454231262207,-1.9519084692001343,1.896399736404419,-2.0276200771331787,-2.049807548522949,-2.3073983192443848,1.976768136024475,-1.5419297218322754,1.9358139038085938,-1.4768208265304565,1.7751643657684326,1.9655413627624512,1.3864386081695557,-1.148447871208191,1.8394562005996704,1.850088119506836,-1.6192532777786255,-1.672380805015564,-1.7902287244796753,-1.7052433490753174,2.0407698154449463
258,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",positive,20,16,4,80.0,"lots, of, tasks, to, complete, today, first, new, members, to, social, networking, site, com, and, coffee","wecloming, canadamigos, www, canadamigos",13.485812187194824,-1.9865870475769043,2.042100191116333,-2.2087814807891846,-1.845470905303955,-1.7625375986099243,1.3338325023651123,-1.8477205038070679,2.170799493789673,-1.9286144971847534,2.0984137058258057,1.910605549812317,1.2094842195510864,-1.2069518566131592,2.171151638031006,1.7003076076507568,-1.7184661626815796,-1.657355546951294,-1.8937437534332275,-1.3274548053741455,2.1741034984588623
26689," Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so...",positive,15,15,0,100.0,"oh, i, believe, you, sooo, thinks, she, belongs, elsewhere, i, say, i, dont, think, so",,13.615291595458984,-1.9639201164245605,1.5751404762268066,-2.0360054969787598,-2.4792492389678955,-2.2844467163085938,2.070923089981079,-1.7099453210830688,2.044658660888672,-1.6709392070770264,1.6828111410140991,2.7414450645446777,1.65156888961792,-1.6192082166671753,1.28751802444458,1.7514885663986206,-1.6474041938781738,-1.2621829509735107,-2.090250015258789,-2.069584846496582,2.4976553916931152
7303,ughh...i dont feel good,negative,5,5,0,100.0,"ughh, i, dont, feel, good",,14.097235679626465,-2.371795654296875,2.0516111850738525,-1.8990497589111328,-1.4609774351119995,-2.287013530731201,1.3560940027236938,-1.9984290599822998,1.3090403079986572,-1.9511582851409912,1.9041818380355835,2.6247708797454834,1.4433345794677734,-1.424931287765503,1.7621068954467773,2.1591291427612305,-1.998207688331604,-1.4742003679275513,-1.8676801919937134,-1.9938386678695679,3.2808918952941895
15443, I accidently dropped it & now the screen is all messed,negative,10,10,0,100.0,"i, accidently, dropped, it, now, the, screen, is, all, messed",,13.395160675048828,-2.06628680229187,1.9319549798965454,-1.9738162755966187,-2.0666558742523193,-1.9992353916168213,1.9667596817016602,-0.9823416471481323,1.8091598749160767,-1.1641124486923218,1.3711669445037842,1.81559157371521,1.5358531475067139,-1.060123085975647,1.873617172241211,2.2738335132598877,-1.8286231756210327,-1.8678394556045532,-1.6692323684692383,-1.3588006496429443,2.472726583480835
1770,No pomo time more than 1hr. No whitelist available. No feature for tracking task progress. Also add the feature to quit bad habits.,negative,23,23,0,100.0,"no, pomo, time, more, than, 1hr, no, whitelist, available, no, feature, for, tracking, task, progress, also, add, the, feature, to, quit, bad, habits",,13.600340843200684,-2.043794870376587,1.5166922807693481,-2.419722080230713,-2.117908000946045,-2.2712292671203613,1.6106759309768677,-2.096611261367798,1.8470077514648438,-1.6842375993728638,2.3910973072052,2.042034387588501,1.3697788715362549,-1.2553151845932007,1.8129700422286987,1.7045364379882812,-1.4489831924438477,-1.622201681137085,-1.7214127779006958,-1.6040008068084717,1.74666428565979
3468,App is having some problem.after certain time it stops accepting timers,negative,12,12,0,100.0,"app, is, having, some, problem, after, certain, time, it, stops, accepting, timers",,13.831768035888672,-2.2163522243499756,2.232299327850342,-2.1120052337646484,-1.7502175569534302,-2.533738851547241,2.2812318801879883,-1.6759581565856934,1.711077332496643,-1.3129478693008423,2.2785515785217285,2.2040903568267822,1.3235669136047363,-1.006624698638916,2.118361234664917,2.3694589138031006,-1.4578900337219238,-1.4179197549819946,-1.8915367126464844,-1.4244974851608276,2.306116819381714
19012,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools,negative,22,21,1,95.45454545454545,"got, 1, after, school, 2, lunch, times, and, if, i, dont, go, to, them, i, will, get, 2, more, after, schools",detention,12.96334457397461,-2.04825496673584,1.8607462644577026,-1.9930211305618286,-2.025980234146118,-2.03735089302063,1.837146520614624,-1.5591185092926025,1.6519958972930908,-1.6547422409057617,1.6495888233184814,1.8752397298812866,1.5812666416168213,-1.3135809898376465,1.69000244140625,1.6380560398101807,-1.4262288808822632,-1.8236409425735474,-1.494346022605896,-1.2666212320327759,2.3377628326416016
22105, yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,negative,16,14,2,87.5,"yeah, sam, bowl, that, he, like, rolled, along, the, floor, got, me, out, grr","unfortuantley, hanks",13.583494186401367,-2.330118417739868,1.799389123916626,-1.6620304584503174,-2.2671058177948,-1.6876697540283203,1.8516217470169067,-1.2002252340316772,1.894486665725708,-1.7014905214309692,2.259336233139038,2.6083576679229736,1.5670267343521118,-1.3666530847549438,1.7518476247787476,1.8357411623001099,-1.550384283065796,-1.4464056491851807,-2.026085376739502,-1.863088846206665,1.9006601572036743
879,okay okay sleep for realz now! Goodnight!  ::waves to followers::,positive,10,9,1,90.0,"okay, okay, sleep, for, now, goodnight, waves, to, followers",realz,13.790184020996094,-1.9852814674377441,2.142315149307251,-2.0907695293426514,-2.2844700813293457,-2.169198989868164,2.579181432723999,-1.7953616380691528,1.9305280447006226,-1.894887924194336,2.4149999618530273,1.8813228607177734,2.170541286468506,-1.4983426332473755,1.1232035160064697,1.6859701871871948,-1.8003640174865723,-1.7523161172866821,-2.209434986114502,-1.6008257865905762,1.8175547122955322
19828,_trip I bet he didn`t fall asleep till like this morning  sorries.,negative,13,10,3,76.92307692307693,"i, bet, he, t, fall, asleep, till, like, this, morning","_trip, didn, sorries",13.849261283874512,-1.7686684131622314,1.3664140701293945,-1.8030478954315186,-1.7754428386688232,-2.2848992347717285,1.759743094444275,-1.6443750858306885,1.981647253036499,-1.870022177696228,1.7373850345611572,1.9673936367034912,1.7144691944122314,-1.3099534511566162,2.161930561065674,1.550441026687622,-1.8357360363006592,-1.5830432176589966,-2.4481184482574463,-2.061598300933838,2.157392740249634
368, I was never a good stereotypical teen,negative,7,6,1,85.71428571428571,"i, was, never, a, good, teen",stereotypical,13.197809219360352,-1.8540229797363281,1.6855231523513794,-2.0118770599365234,-1.8452402353286743,-1.8373169898986816,1.8833726644515991,-1.5095810890197754,1.5401374101638794,-1.8463071584701538,2.002716064453125,1.768919587135315,1.650668978691101,-1.4110733270645142,1.6759873628616333,1.6530580520629883,-1.692294716835022,-1.641135334968567,-1.6379355192184448,-1.6034847497940063,2.484657049179077
3993,"Forest is cute, unobtrusive, and has genuinely helped me in the transition from checking my phone to doing work. A neat option is the ability to allow certain apps (eg, Spotify to change music)",positive,34,34,0,100.0,"forest, is, cute, unobtrusive, and, has, genuinely, helped, me, in, the, transition, from, checking, my, phone, to, doing, work, a, neat, option, is, the, ability, to, allow, certain, apps, eg, spotify, to, change, music",,13.641027450561523,-1.9077680110931396,1.821402907371521,-2.1520121097564697,-2.1875789165496826,-2.0462284088134766,2.0565946102142334,-1.828632116317749,1.7017199993133545,-1.3932212591171265,1.87028968334198,2.110788106918335,1.3814865350723267,-1.3073067665100098,1.765246868133545,2.0119948387145996,-1.719903826713562,-1.6625443696975708,-1.6875766515731812,-1.5634143352508545,1.8672877550125122
18134,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,negative,17,17,0,100.0,"today, is, lame, because, i, am, not, in, orlando, i, am, soooo, looking, forward, to, next, friday",,13.377156257629395,-1.6531869173049927,1.8753615617752075,-2.381155014038086,-1.7702288627624512,-2.0962212085723877,2.002293825149536,-1.6915769577026367,1.943251609802246,-1.4343620538711548,2.0790016651153564,2.04188871383667,1.7454793453216553,-1.5960853099822998,1.7642899751663208,1.867911458015442,-1.8664292097091675,-1.6069450378417969,-1.9431045055389404,-1.8700013160705566,2.117655038833618
4086,"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",negative,26,23,3,88.46153846153845,"that, helped, by, creating, his, unit, s, site, in, was, not, helpful, trash, code, 24, css, files, for, a, 4, page, site, no","colleague, iweb, optimizing",13.518034934997559,-2.365630865097046,2.00302791595459,-2.071702003479004,-1.8423681259155273,-1.711291790008545,1.8379185199737549,-1.641370177268982,1.9786725044250488,-1.3609061241149902,2.048306703567505,2.0265052318573,1.1327630281448364,-1.4835100173950195,1.8318227529525757,2.302274227142334,-1.4624252319335938,-1.3288668394088745,-2.173060655593872,-1.6348440647125244,1.7704564332962036
775,Looks clean and this app have those details which other apps doesnt have. This can complete functions which I needed. Great App.,positive,22,22,0,100.0,"looks, clean, and, this, app, have, those, details, which, other, apps, doesnt, have, this, can, complete, functions, which, i, needed, great, app",,13.549022674560547,-2.009640693664551,1.9232569932937622,-1.9231303930282593,-2.1369056701660156,-2.200063467025757,2.0541887283325195,-2.0873491764068604,1.9212925434112549,-1.6580203771591187,1.564550757408142,1.8909138441085815,1.3948743343353271,-1.3277273178100586,1.999437689781189,1.9847122430801392,-1.85271155834198,-1.4224357604980469,-2.0503041744232178,-1.3382823467254639,2.1084234714508057
12477," i`m relying on my mobile, which lacks reception. Trying to help, but just looking silly",negative,16,16,0,100.0,"i, m, relying, on, my, mobile, which, lacks, reception, trying, to, help, but, just, looking, silly",,13.619501113891602,-2.0387461185455322,2.1836061477661133,-2.1202874183654785,-2.2294867038726807,-2.3196187019348145,2.172508478164673,-2.0722527503967285,1.6651393175125122,-1.3369808197021484,2.0470311641693115,2.0462658405303955,1.567569375038147,-1.451050043106079,1.9397730827331543,2.044332504272461,-1.98948335647583,-1.515250563621521,-2.188448190689087,-1.7885513305664062,2.140775680541992
1019, yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,negative,19,18,1,94.73684210526315,"yay, asap, lol, i, miss, our, friday, night, happy, hours, even, luna, del, sea, and, the, boy, hahahaha",awwh,13.557539939880371,-1.784324049949646,2.4089040756225586,-1.9092485904693604,-2.2274317741394043,-1.9876635074615479,1.6360396146774292,-1.904348611831665,1.8280503749847412,-1.8179032802581787,2.216549873352051,2.2025578022003174,1.7185534238815308,-1.4023829698562622,1.7432684898376465,1.4484915733337402,-1.2065399885177612,-1.413613200187683,-1.9968293905258179,-1.503354787826538,2.3945274353027344
11178,Fast & Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol,positive,15,15,0,100.0,"fast, furious, excellent, movie, and, andy, is, a, great, guy, most, of, the, time, lol",,13.25720500946045,-2.1218066215515137,1.7975523471832275,-2.2743935585021973,-2.1276211738586426,-1.570582628250122,1.8049407005310059,-1.830789566040039,1.9167790412902832,-1.2125881910324097,2.012197732925415,2.074910879135132,1.6479946374893188,-1.3658117055892944,2.07662034034729,1.3875445127487183,-1.28718900680542,-1.4105069637298584,-1.6111786365509033,-1.4721715450286865,2.310196876525879
13997,Happy mother`s day and to the god mother`s and step mother`s too....,positive,15,15,0,100.0,"happy, mother, s, day, and, to, the, god, mother, s, and, step, mother, s, too",,13.146061897277832,-1.9045127630233765,1.7743562459945679,-2.12324595451355,-2.110299825668335,-1.882306456565857,1.826549768447876,-1.5078511238098145,1.7243865728378296,-1.1177618503570557,1.8694000244140625,2.852053642272949,1.3618985414505005,-1.2362968921661377,1.8877650499343872,1.3018417358398438,-1.1451994180679321,-1.4118484258651733,-1.9670777320861816,-1.7140833139419556,1.7821102142333984
24131,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg,negative,12,8,4,66.66666666666666,"christian, bleh, i, hate, u, plurk, com, p","madaya, ka, http, wy2yg",13.985733032226562,-1.866450309753418,1.8602005243301392,-1.4640283584594727,-1.6003572940826416,-1.7869676351547241,0.9659010767936707,-1.2463253736495972,1.977285385131836,-1.9028599262237549,2.4165802001953125,3.0308783054351807,1.8170530796051025,-1.5271965265274048,1.5934009552001953,1.6397440433502197,-1.0670499801635742,-1.115706443786621,-1.8649846315383911,-1.6226555109024048,2.5447030067443848
2799,on my way homee  i love long car rides<3,positive,10,10,0,100.0,"on, my, way, homee, i, love, long, car, rides, 3",,13.685481071472168,-2.1876583099365234,2.0544724464416504,-2.1215031147003174,-1.9059674739837646,-2.219719171524048,1.6108334064483643,-1.625262975692749,1.5082123279571533,-1.45643150806427,1.7686147689819336,2.464367628097534,0.9823684692382812,-1.487667441368103,1.5656547546386719,1.8358138799667358,-1.9919159412384033,-2.1476852893829346,-1.8905977010726929,-1.5768545866012573,2.5814201831817627
7416,Best,negative,1,1,0,100.0,best,,15.062170028686523,-1.677188754081726,2.0817902088165283,-2.6177661418914795,-3.584211826324463,-2.9487357139587402,1.021359920501709,-3.032221794128418,2.1555256843566895,-2.0790417194366455,1.5127277374267578,2.1561882495880127,1.2244291305541992,-2.7627880573272705,1.699469804763794,0.8457358479499817,-0.38563498854637146,-0.9461172223091125,-2.1731467247009277,-2.057544708251953,2.0599777698516846
9447,It works great,positive,3,3,0,100.0,"it, works, great",,13.93963623046875,-1.6651983261108398,1.689679741859436,-1.5967823266983032,-2.6576035022735596,-2.2786152362823486,1.950689435005188,-1.8153690099716187,1.6464570760726929,-1.3311494588851929,1.8355884552001953,2.007046937942505,1.2333636283874512,-1.6417733430862427,1.7028197050094604,2.0434067249298096,-1.3451036214828491,-1.3906751871109009,-2.3700578212738037,-1.4752601385116577,1.763357162475586
9750,_ryall What if I thought I was a Star Trek person but I wasn`t all that crazy about the new movie?,negative,22,20,2,90.9090909090909,"what, if, i, thought, i, was, a, star, trek, person, but, i, t, all, that, crazy, about, the, new, movie","_ryall, wasn",13.369421005249023,-1.8665664196014404,1.957958459854126,-2.14941668510437,-1.9383080005645752,-1.7446914911270142,1.6519775390625,-1.8183972835540771,1.607586145401001,-1.6638343334197998,1.6236011981964111,2.347012758255005,1.7728309631347656,-1.5680969953536987,2.1077656745910645,1.8912765979766846,-1.4886393547058105,-1.3507051467895508,-1.8917262554168701,-1.6528778076171875,2.3670668601989746
14615,Sick kid trumps advance planning.  Bummer,negative,6,5,1,83.33333333333334,"sick, kid, advance, planning, bummer",trumps,14.205076217651367,-2.174553155899048,2.2517669200897217,-2.5704009532928467,-1.0509532690048218,-2.921341896057129,1.926274299621582,-1.7303688526153564,2.1263680458068848,-1.9407846927642822,2.4201102256774902,2.594796657562256,1.2331326007843018,-1.4715592861175537,1.9743363857269287,0.9919412732124329,-1.8457828760147095,-0.9279483556747437,-2.6528429985046387,-1.3289157152175903,1.9716613292694092
9551,wouldnt let me make an regular account without linking something to it.,negative,12,12,0,100.0,"wouldnt, let, me, make, an, regular, account, without, linking, something, to, it",,13.369731903076172,-2.2207159996032715,2.2523462772369385,-2.220623731613159,-2.1440036296844482,-2.1318812370300293,1.9573835134506226,-1.369977593421936,1.638515591621399,-1.5671111345291138,1.781354308128357,1.750457763671875,1.3696393966674805,-1.1060277223587036,1.725978970527649,1.9297670125961304,-1.8841921091079712,-1.3751131296157837,-1.5366125106811523,-1.7788034677505493,1.7234619855880737
7277,had a fun day at the theatre... glad to be back in town for a while,positive,16,16,0,100.0,"had, a, fun, day, at, the, theatre, glad, to, be, back, in, town, for, a, while",,13.176592826843262,-2.0609166622161865,2.1113481521606445,-2.3153176307678223,-2.08555269241333,-1.999072790145874,1.7650259733200073,-1.781473994255066,1.992466926574707,-1.3120490312576294,1.805046796798706,1.6980798244476318,1.3822888135910034,-1.605377435684204,2.024888515472412,1.825561285018921,-1.431836485862732,-1.579803228378296,-1.60130774974823,-1.3958604335784912,1.9903734922409058
5875,Hmm maybe I this time I really did over react and do the worst,negative,14,13,1,92.85714285714286,"hmm, maybe, i, this, time, i, really, did, over, and, do, the, worst",react,13.14797306060791,-2.1093907356262207,1.7492272853851318,-1.7190170288085938,-2.0096495151519775,-2.3115389347076416,1.5982182025909424,-2.005214214324951,1.9624727964401245,-1.762220859527588,1.7163664102554321,2.098710536956787,1.572914958000183,-1.252707600593567,1.5996381044387817,1.474302887916565,-1.7516672611236572,-1.48188316822052,-1.5548415184020996,-1.6292604207992554,2.1785364151000977
20346,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive,15,14,1,93.33333333333333,"watching, cavs, game, lebron, james, my, newest, love, 36, for, cavs, 17, by, lebron",pts,14.080597877502441,-2.037091016769409,2.2106988430023193,-2.1395370960235596,-2.1518149375915527,-1.4159985780715942,1.4881746768951416,-1.8852481842041016,1.8548840284347534,-1.5065051317214966,1.9945781230926514,2.261641025543213,1.7300084829330444,-1.5797001123428345,2.706026792526245,1.6263703107833862,-1.495449423789978,-1.6576117277145386,-2.5502121448516846,-1.3528015613555908,2.1322526931762695
3988,epic fail with the chocolate fountain that got CLOGGED,negative,9,7,2,77.77777777777779,"epic, fail, with, the, chocolate, that, got","fountain, clogged",12.775075912475586,-2.2723844051361084,1.827109456062317,-1.8628017902374268,-2.0023531913757324,-1.4664922952651978,1.3478211164474487,-1.7061184644699097,1.6987637281417847,-1.6888483762741089,1.8303744792938232,2.2535974979400635,1.1501113176345825,-1.1968711614608765,1.9609493017196655,1.75064218044281,-0.684506893157959,-1.7534435987472534,-1.7697232961654663,-1.2149436473846436,2.4505865573883057
7949,This is a pay to play calendar only,negative,8,8,0,100.0,"this, is, a, pay, to, play, calendar, only",,13.459247589111328,-1.8955050706863403,1.954962968826294,-2.121363401412964,-1.726364254951477,-2.19454026222229,1.6786208152770996,-1.9198857545852661,1.9070453643798828,-1.6109678745269775,2.168283700942993,1.6890760660171509,1.6461405754089355,-1.4183003902435303,1.5879855155944824,2.2027456760406494,-1.4387356042861938,-1.3444888591766357,-1.7891355752944946,-1.7222448587417603,1.8645962476730347
2165, fantastic day in the AZ sun,positive,6,5,1,83.33333333333334,"fantastic, day, in, the, sun",az,13.555398941040039,-1.6116100549697876,1.8289426565170288,-1.9373388290405273,-2.0553576946258545,-1.8728185892105103,1.7469780445098877,-2.0464959144592285,1.9468790292739868,-1.394633412361145,1.5676116943359375,2.1454761028289795,1.4815146923065186,-1.001221776008606,2.156181812286377,1.8310978412628174,-1.0736067295074463,-1.2494161128997803,-1.831345558166504,-0.9464086294174194,1.6292235851287842
9694,"_98 ****, that`s my favorite part...lol...ok, i`ll just keep in stock alot then",positive,16,15,1,93.75,"that, s, my, favorite, part, lol, ok, i, ll, just, keep, in, stock, alot, then",_98,13.050658226013184,-1.920414686203003,1.906564712524414,-1.8078675270080566,-2.3250246047973633,-2.0070128440856934,2.1977975368499756,-1.801089882850647,1.7857418060302734,-1.637758493423462,1.7787452936172485,1.934523105621338,1.2222176790237427,-1.0801297426223755,1.4914448261260986,1.8165165185928345,-1.6447035074234009,-1.5194984674453735,-1.8279374837875366,-1.6354100704193115,1.9759031534194946
1375,_alfradique No fun   Well hopefully you don`t have much more to go...,positive,13,12,1,92.3076923076923,"no, fun, well, hopefully, you, don, t, have, much, more, to, go",_alfradique,13.479681015014648,-2.2549240589141846,1.6365491151809692,-2.0050599575042725,-2.1520321369171143,-2.0559651851654053,1.8927830457687378,-1.908087134361267,1.8762831687927246,-1.745355486869812,1.867855429649353,2.281244993209839,1.634359359741211,-1.3361668586730957,1.2566598653793335,1.968790054321289,-1.1546469926834106,-1.0304632186889648,-1.87418794631958,-1.3932539224624634,1.939407467842102
14501," Hey Sam, happy mothers day",positive,5,5,0,100.0,"hey, sam, happy, mothers, day",,14.790677070617676,-1.437103509902954,2.6052181720733643,-2.859767436981201,-1.4713343381881714,-1.9794296026229858,2.428856134414673,-2.370331287384033,1.4312546253204346,-1.6892006397247314,2.3126139640808105,2.7555909156799316,2.231215715408325,-1.4606009721755981,1.8967300653457642,1.07499361038208,-0.7910341024398804,-1.963444709777832,-2.895601987838745,-1.5783729553222656,1.7168586254119873
2410, me too! i wish it would just say who has unfollowed,positive,11,11,0,100.0,"me, too, i, wish, it, would, just, say, who, has, unfollowed",,13.663728713989258,-2.335231065750122,1.8909038305282593,-1.762217402458191,-2.518038749694824,-2.052135467529297,1.9320075511932373,-1.6729573011398315,2.212973117828369,-1.5352444648742676,1.5518734455108643,2.0609331130981445,1.4198931455612183,-1.3736367225646973,1.7365185022354126,1.340575098991394,-1.7431625127792358,-1.8227143287658691,-2.0509910583496094,-1.929276943206787,2.153325080871582
7353,i had added a routine & by default it took a date almost 8 days ahead from today's date... i m unable to change the date... it's frustrating...,negative,29,29,0,100.0,"i, had, added, a, routine, by, default, it, took, a, date, almost, 8, days, ahead, from, today, s, date, i, m, unable, to, change, the, date, it, s, frustrating",,13.167217254638672,-2.0355794429779053,1.6547456979751587,-2.2488865852355957,-1.9788718223571777,-2.2125113010406494,1.908308744430542,-1.3478963375091553,1.444543719291687,-1.2698038816452026,1.7551425695419312,1.8293583393096924,1.690718650817871,-1.1519520282745361,2.283834218978882,1.4820882081985474,-1.5063414573669434,-1.6921511888504028,-1.5833289623260498,-1.5028233528137207,2.201221227645874
1926,Didnt like that to really use it as a planner I had to upgrade,negative,14,14,0,100.0,"didnt, like, that, to, really, use, it, as, a, planner, i, had, to, upgrade",,13.299890518188477,-1.9924509525299072,2.0231218338012695,-1.9675309658050537,-1.9809321165084839,-2.2070960998535156,2.0286123752593994,-1.7862231731414795,1.8979361057281494,-1.4479491710662842,1.5014241933822632,2.1805453300476074,1.484089970588684,-1.5136796236038208,1.6646947860717773,1.9011741876602173,-1.7807626724243164,-1.5969960689544678,-1.9131425619125366,-1.6656410694122314,1.9679838418960571
